,pnl,trades,avg_win,avg_loss,win_rate,loss_rate,expectancy,drawdown
0,-635359.9053751819,2690,1466.8515445143896,-1227.966432026134,0.3680297397769517,0.6319702602230484,-236.19327337367372,660771.0059252476
