timestamp,trade_direction,quantity,entry_time,exit_time,stop_loss,take_profit,risk_in_points,monetary_pnl,total_costs,net_pnl,holding_time,equity,drawdown
2022-01-10 14:40:00,buy,1666.0,2022-01-10 14:40:00,2022-01-10 14:50:00,1158.6,1160.4000000000003,0.6000000000001364,1999.2000000004546,727.7415104656002,1271.4584895348544,0 days 00:10:00,6533.945699352355,3217.862492913332
2022-01-11 11:50:00,sell,416.0,2022-01-11 11:50:00,2022-01-11 12:20:00,1176.2,1168.9999999999998,2.400000000000091,-998.4000000000378,219.4123936,-1217.812393600038,0 days 00:30:00,5316.133305752317,4435.67488651337
2022-01-12 10:45:00,buy,454.0,2022-01-12 10:45:00,2022-01-12 10:50:00,1189.3,1195.9,2.2000000000000455,1997.6000000000413,238.2324040616,1759.3675959384414,0 days 00:05:00,7075.500901690759,2676.3072905749286
2022-01-12 11:35:00,sell,285.0,2022-01-12 11:35:00,2022-01-12 13:20:00,1203.4,1192.9,3.5,1995.0,167.034767608,1827.965232392,0 days 01:45:00,8903.466134082759,848.3420581829287
2022-01-13 11:40:00,sell,370.0,2022-01-13 11:40:00,2022-01-13 12:30:00,1207.2,1199.1,2.7000000000000455,1998.0000000000337,203.54356127199998,1794.4564387280336,0 days 00:50:00,10697.922572810792,0.0
2022-01-14 12:35:00,buy,454.0,2022-01-14 12:35:00,2022-01-14 12:55:00,1205.8,1212.4,2.2000000000000455,1997.6000000000413,240.8699252336,1756.7300747664412,0 days 00:20:00,12454.652647577233,0.0
2022-01-14 13:40:00,buy,289.0,2022-01-14 13:40:00,2022-01-14 14:25:00,1207.7,1218.0500000000002,3.4500000000000455,-997.0500000000131,170.15486709190003,-1167.2048670919132,0 days 00:45:00,11287.44778048532,1167.204867091914
2022-01-14 14:35:00,buy,344.0,2022-01-14 14:35:00,2022-01-14 15:05:00,1207.2,1215.8999999999996,2.8999999999998636,326.80000000001564,193.8603658776,132.93963412241564,0 days 00:30:00,11420.387414607736,1034.2652329694974
2022-01-17 09:30:00,buy,303.0,2022-01-17 09:30:00,2022-01-17 09:35:00,1213.2,1223.1,3.2999999999999545,-999.8999999999862,176.69491775859998,-1176.5949177585862,0 days 00:05:00,10243.79249684915,2210.8601507280837
2022-01-17 12:35:00,sell,909.0,2022-01-17 12:35:00,2022-01-17 12:40:00,1221.0,1217.7000000000003,1.099999999999909,-999.8999999999173,437.9169983926001,-1437.8169983925175,0 days 00:05:00,8805.975498456632,3648.677149120602
2022-01-17 12:50:00,buy,526.0,2022-01-17 12:50:00,2022-01-17 12:55:00,1220.5,1226.2000000000003,1.900000000000091,-999.4000000000478,273.3030848084,-1272.7030848084478,0 days 00:05:00,7533.272413648184,4921.38023392905
2022-01-17 13:30:00,buy,370.0,2022-01-17 13:30:00,2022-01-17 14:15:00,1218.0,1226.1000000000001,2.7000000000000455,-999.0000000000168,205.93976067399998,-1204.9397606740167,0 days 00:45:00,6328.332652974167,6126.319994603066
2022-01-17 14:25:00,buy,434.0,2022-01-17 14:25:00,2022-01-17 14:45:00,1217.7,1224.6,2.2999999999999545,-998.1999999999803,233.34014104279996,-1231.5401410427803,0 days 00:20:00,5096.792511931387,7357.860135645847
2022-01-18 09:55:00,buy,243.0,2022-01-18 09:55:00,2022-01-18 10:00:00,1209.0,1221.2999999999997,4.099999999999909,-996.2999999999779,150.70585403380002,-1147.005854033778,0 days 00:05:00,3949.786657897609,8504.865989679623
2022-01-18 10:30:00,buy,317.0,2022-01-18 10:30:00,2022-01-18 12:30:00,1204.65,1214.0999999999997,3.1499999999998636,1997.0999999999135,182.5776419458,1814.5223580541135,0 days 02:00:00,5764.309015951722,6690.343631625511
2022-01-18 12:45:00,sell,555.0,2022-01-18 12:45:00,2022-01-18 12:55:00,1215.3,1209.9,1.7999999999999545,-998.9999999999748,284.617081264,-1283.6170812639748,0 days 00:10:00,4480.691934687748,7973.960712889486
2022-01-18 13:25:00,sell,434.0,2022-01-18 13:25:00,2022-01-18 13:50:00,1220.7,1213.8000000000002,2.2999999999999545,1996.3999999999605,232.81011724079997,1763.5898827591604,0 days 00:25:00,6244.2818174469085,6210.370830130325
2022-01-18 14:15:00,buy,526.0,2022-01-18 14:15:00,2022-01-18 14:25:00,1211.9,1217.5999999999997,1.8999999999998636,-999.3999999999282,271.71036143720005,-1271.1103614371282,0 days 00:10:00,4973.171456009781,7481.481191567453
2022-01-18 14:40:00,sell,317.0,2022-01-18 14:40:00,2022-01-18 14:55:00,1212.8,1203.3500000000004,3.1499999999998636,1997.0999999999135,181.64160136600003,1815.4583986339135,0 days 00:15:00,6788.629854643694,5666.02279293354
2022-01-19 11:15:00,buy,307.0,2022-01-19 11:15:00,2022-01-19 11:20:00,1198.7,1208.45,3.25,-997.75,176.83607027930003,-1174.5860702793,0 days 00:05:00,5614.043784364394,6840.608863212839
2022-01-19 12:05:00,buy,434.0,2022-01-19 12:05:00,2022-01-19 12:10:00,1200.4,1207.3,2.2999999999999545,-998.1999999999803,230.69656388840002,-1228.8965638883803,0 days 00:05:00,4385.147220476014,8069.5054271012195
2022-01-19 12:50:00,buy,307.0,2022-01-19 12:50:00,2022-01-19 13:35:00,1196.65,1206.4,3.25,-997.75,176.6144811791,-1174.3644811791,0 days 00:45:00,3210.782739296914,9243.86990828032
2022-01-19 13:50:00,buy,666.0,2022-01-19 13:50:00,2022-01-19 14:40:00,1196.3,1200.8,1.5,1998.0,328.6475611096001,1669.3524388904,0 days 00:50:00,4880.135178187314,7574.51746938992
2022-01-20 11:05:00,sell,277.0,2022-01-20 11:05:00,2022-01-20 14:05:00,1187.0,1176.2000000000003,3.599999999999909,1994.3999999999496,162.04590122320005,1832.3540987767497,0 days 03:00:00,6712.489276964063,5742.163370613171
2022-01-20 14:20:00,sell,408.0,2022-01-20 14:20:00,2022-01-20 14:45:00,1177.7,1170.35,2.4500000000000455,1999.200000000037,215.4569550208,1783.743044979237,0 days 00:25:00,8496.2323219433,3958.4203256339333
2022-01-21 11:45:00,buy,322.0,2022-01-21 11:45:00,2022-01-21 12:05:00,1174.9,1184.1999999999998,3.099999999999909,1996.3999999999414,181.3251913064,1815.0748086935414,0 days 00:20:00,10311.307130636842,2143.3455169403915
2022-01-21 12:15:00,sell,243.0,2022-01-21 12:15:00,2022-01-21 12:20:00,1184.3,1172.0000000000002,4.099999999999909,-996.2999999999779,148.460959381,-1144.760959380978,0 days 00:05:00,9166.546171255864,3288.106476321369
2022-01-21 12:45:00,buy,400.0,2022-01-21 12:45:00,2022-01-21 13:10:00,1181.6,1189.1,2.5,2000.0,214.53694687999996,1785.46305312,0 days 00:25:00,10952.009224375865,1502.643423201369
2022-01-24 10:45:00,sell,400.0,2022-01-24 10:45:00,2022-01-24 11:05:00,1169.8,1162.3,2.5,-1000.0,211.88484264,-1211.88484264,0 days 00:20:00,9740.124381735865,2714.528265841369
2022-01-24 11:50:00,sell,161.0,2022-01-24 11:50:00,2022-01-24 12:15:00,1171.5,1152.8999999999999,6.2000000000000455,1996.4000000000146,112.6860797892,1883.7139202108146,0 days 00:25:00,11623.838301946678,830.8143456305552
2022-01-24 13:15:00,sell,176.0,2022-01-24 13:15:00,2022-01-24 14:10:00,1155.5,1138.5499999999997,5.650000000000091,1988.800000000032,117.88523728639997,1870.914762713632,0 days 00:55:00,13494.75306466031,0.0
2022-01-24 14:35:00,sell,156.0,2022-01-24 14:35:00,2022-01-24 15:05:00,1139.4,1120.1999999999998,6.400000000000091,-62.40000000001419,109.4494060864,-171.8494060864142,0 days 00:30:00,13322.903658573896,171.8494060864141
2022-01-25 12:00:00,sell,173.0,2022-01-25 12:00:00,2022-01-25 12:35:00,1115.75,1098.5,5.75,-994.75,115.09677101850002,-1109.8467710185,0 days 00:35:00,12213.056887555396,1281.6961771049137
2022-01-25 13:10:00,buy,344.0,2022-01-25 13:10:00,2022-01-25 13:25:00,1109.7,1118.3999999999996,2.8999999999998636,1995.1999999999061,182.52843934399996,1812.6715606559062,0 days 00:15:00,14025.728448211303,0.0
2022-01-27 12:05:00,sell,400.0,2022-01-27 12:05:00,2022-01-27 12:15:00,1113.5,1106.0,2.5,2000.0,203.09759280000003,1796.9024072,0 days 00:10:00,15822.630855411302,0.0
2022-01-27 12:30:00,buy,363.0,2022-01-27 12:30:00,2022-01-27 13:00:00,1101.45,1109.7,2.75,1996.5,188.89822590220007,1807.6017740978,0 days 00:30:00,17630.2326295091,0.0
2022-01-27 14:05:00,buy,350.0,2022-01-27 14:05:00,2022-01-27 14:30:00,1109.6,1118.1500000000003,2.8500000000001364,1995.0000000000955,184.86032266000007,1810.1396773400954,0 days 00:25:00,19440.372306849196,0.0
2022-01-28 10:35:00,buy,198.0,2022-01-28 10:35:00,2022-01-28 11:40:00,1116.4,1131.55,5.0499999999999545,-999.899999999991,125.0949901378,-1124.994990137791,0 days 01:05:00,18315.377316711405,1124.9949901377913
2022-01-28 12:40:00,sell,1000.0,2022-01-28 12:40:00,2022-01-28 12:55:00,1124.7,1121.7,1.0,-1000.0,443.1318264,-1443.1318264000001,0 days 00:15:00,16872.245490311405,2568.1268165377915
2022-01-28 13:10:00,sell,454.0,2022-01-28 13:10:00,2022-01-28 13:40:00,1126.7,1120.1,2.2000000000000455,1997.6000000000413,226.37965862639996,1771.2203413736413,0 days 00:30:00,18643.465831685047,796.906475164149
2022-01-28 14:25:00,buy,168.0,2022-01-28 14:25:00,2022-01-28 15:05:00,1109.75,1127.6000000000001,5.9500000000000455,25.19999999997708,113.2024878184,-88.00248781842292,0 days 00:40:00,18555.463343866624,884.9089629825721
2022-01-31 11:45:00,buy,769.0,2022-01-31 11:45:00,2022-01-31 12:00:00,1138.6,1142.5000000000005,1.300000000000182,1999.4000000002798,356.4098172176001,1642.9901827826798,0 days 00:15:00,20198.453526649304,0.0
2022-01-31 12:30:00,sell,476.0,2022-01-31 12:30:00,2022-01-31 13:30:00,1146.9,1140.5999999999997,2.1000000000001364,1999.2000000001299,238.49179951839994,1760.7082004817298,0 days 01:00:00,21959.161727131035,0.0
2022-02-01 09:30:00,sell,384.0,2022-02-01 09:30:00,2022-02-01 09:50:00,1146.0,1138.2000000000003,2.599999999999909,-998.3999999999651,202.07707356160003,-1200.477073561565,0 days 00:20:00,20758.68465356947,1200.4770735615639
2022-02-01 11:00:00,sell,909.0,2022-02-01 11:00:00,2022-02-01 11:05:00,1148.6,1145.3000000000002,1.099999999999909,-999.8999999999173,414.74526052539994,-1414.6452605253173,0 days 00:05:00,19344.039393044153,2615.122334086882
2022-02-01 11:50:00,buy,150.0,2022-02-01 11:50:00,2022-02-01 13:05:00,1142.9,1162.8499999999997,6.649999999999864,-997.4999999999795,107.626772905,-1105.1267729049796,0 days 01:15:00,18238.912620139174,3720.2491069918615
2022-02-02 10:55:00,buy,425.0,2022-02-02 10:55:00,2022-02-02 11:40:00,1135.25,1142.2999999999997,2.349999999999909,-998.7499999999613,217.1437517175,-1215.8937517174613,0 days 00:45:00,17023.018868421714,4936.142858709321
2022-02-02 11:50:00,buy,322.0,2022-02-02 11:50:00,2022-02-02 12:25:00,1134.3,1143.6000000000004,3.1000000000001364,-998.2000000000439,175.8656288204,-1174.0656288204439,0 days 00:35:00,15848.95323960127,6110.208487529766
2022-02-02 13:10:00,sell,800.0,2022-02-02 13:10:00,2022-02-02 13:30:00,1136.95,1133.2,1.25,2000.0,366.52461551999994,1633.47538448,0 days 00:20:00,17482.42862408127,4476.733103049766
2022-02-02 14:15:00,sell,454.0,2022-02-02 14:15:00,2022-02-02 15:05:00,1136.2,1129.6,2.2000000000000455,-227.0,228.53456935399998,-455.534569354,0 days 00:50:00,17026.89405472727,4932.2676724037665
2022-02-03 09:35:00,sell,222.0,2022-02-03 09:35:00,2022-02-03 10:30:00,1144.5,1131.0,4.5,1998.0,135.73592345199998,1862.264076548,0 days 00:55:00,18889.158131275268,3070.0035958557673
2022-02-03 11:40:00,sell,400.0,2022-02-03 11:40:00,2022-02-03 12:40:00,1128.6,1121.1,2.5,-1000.0,206.08236648,-1206.08236648,0 days 01:00:00,17683.075764795267,4276.085962335768
2022-02-03 13:15:00,buy,540.0,2022-02-03 13:15:00,2022-02-03 13:30:00,1126.75,1132.2999999999997,1.849999999999909,-998.9999999999509,261.494596894,-1260.494596893951,0 days 00:15:00,16422.581167901317,5536.580559229718
2022-02-03 14:40:00,sell,555.0,2022-02-03 14:40:00,2022-02-03 15:05:00,1124.5,1119.1000000000001,1.7999999999999545,-360.7499999999243,266.6911881565,-627.4411881564242,0 days 00:25:00,15795.139979744892,6164.021747386143
2022-02-04 11:55:00,sell,540.0,2022-02-04 11:55:00,2022-02-04 12:20:00,1115.7,1110.1499999999996,1.8500000000001364,1998.0000000001473,258.40442415999996,1739.5955758401474,0 days 00:25:00,17534.73555558504,4424.426171545994
2022-02-07 09:50:00,buy,384.0,2022-02-07 09:50:00,2022-02-07 10:00:00,1119.0,1126.7999999999997,2.599999999999909,-998.3999999999651,198.5584643584,-1196.958464358365,0 days 00:10:00,16337.777091226675,5621.38463590436
2022-02-07 12:25:00,buy,344.0,2022-02-07 12:25:00,2022-02-07 13:00:00,1110.0,1118.7000000000003,2.900000000000091,-997.6000000000313,181.7086967696,-1179.3086967696313,0 days 00:35:00,15158.468394457044,6800.693332673991
2022-02-07 14:25:00,sell,377.0,2022-02-07 14:25:00,2022-02-07 15:05:00,1106.75,1098.7999999999997,2.650000000000091,-263.90000000001714,193.83226854379998,-457.7322685438171,0 days 00:40:00,14700.736125913227,7258.425601217808
2022-02-08 09:30:00,sell,166.0,2022-02-08 09:30:00,2022-02-08 12:10:00,1114.8,1096.8,6.0,-996.0,112.29123700959998,-1108.2912370096,0 days 02:40:00,13592.444888903627,8366.716838227409
2022-02-08 12:20:00,sell,263.0,2022-02-08 12:20:00,2022-02-08 12:25:00,1117.15,1105.7499999999995,3.800000000000182,-999.4000000000478,150.58230258900002,-1149.9823025890478,0 days 00:05:00,12442.46258631458,9516.699140816456
2022-02-08 12:35:00,buy,689.0,2022-02-08 12:35:00,2022-02-08 12:55:00,1117.15,1121.4999999999995,1.449999999999818,-999.0499999998747,318.2769523605,-1317.3269523603747,0 days 00:20:00,11125.135633954205,10834.02609317683
2022-02-08 14:25:00,sell,555.0,2022-02-08 14:25:00,2022-02-08 14:55:00,1115.3,1109.9,1.7999999999999545,-998.9999999999748,265.075975264,-1264.0759752639747,0 days 00:30:00,9861.05965869023,12098.102068440805
2022-02-09 10:20:00,buy,425.0,2022-02-09 10:20:00,2022-02-09 10:35:00,1125.8,1132.8500000000004,2.3500000000001364,-998.750000000058,215.7296622225,-1214.479662222558,0 days 00:15:00,8646.579996467672,13312.581730663363
2022-02-09 13:10:00,sell,526.0,2022-02-09 13:10:00,2022-02-09 13:20:00,1129.8,1124.1000000000004,1.8999999999998636,1998.7999999998565,255.51577339200003,1743.2842266078565,0 days 00:10:00,10389.864223075529,11569.297504055507
2022-02-09 13:35:00,buy,303.0,2022-02-09 13:35:00,2022-02-09 14:40:00,1124.9,1134.8,3.2999999999999545,1999.7999999999724,168.13278369399998,1831.6672163059725,0 days 01:05:00,12221.5314393815,9737.630287749535
2022-02-10 09:30:00,sell,157.0,2022-02-10 09:30:00,2022-02-10 13:40:00,1139.45,1120.3999999999996,6.350000000000136,-996.9500000000214,110.12117845609998,-1107.0711784561213,0 days 04:10:00,11114.46026092538,10844.701466205655
2022-02-10 14:10:00,buy,645.0,2022-02-10 14:10:00,2022-02-10 14:30:00,1136.8,1141.4499999999998,1.5499999999999545,-999.7499999999707,305.4325592005,-1305.1825592004707,0 days 00:20:00,9809.27770172491,12149.884025406125
2022-02-11 09:30:00,sell,180.0,2022-02-11 09:30:00,2022-02-11 09:50:00,1131.45,1114.8000000000002,5.5499999999999545,-998.9999999999918,118.841428858,-1117.8414288579918,0 days 00:20:00,8691.436272866918,13267.725454264117
2022-02-11 12:10:00,sell,714.0,2022-02-11 12:10:00,2022-02-11 12:20:00,1128.0,1123.7999999999997,1.400000000000091,-999.6000000000649,330.70606048240006,-1330.306060482465,0 days 00:10:00,7361.130212384453,14598.03151474658
2022-02-11 12:55:00,sell,425.0,2022-02-11 12:55:00,2022-02-11 13:25:00,1131.15,1124.0999999999997,2.3500000000001364,-998.750000000058,216.39830452249998,-1215.148304522558,0 days 00:30:00,6145.981907861896,15813.179819269139
2022-02-11 13:55:00,sell,285.0,2022-02-11 13:55:00,2022-02-11 15:05:00,1134.2,1123.7,3.5,-213.75,160.7226132865,-374.4726132865,0 days 01:10:00,5771.509294575396,16187.652432555638
2022-02-14 09:35:00,sell,115.0,2022-02-14 09:35:00,2022-02-14 10:10:00,1117.0,1091.0499999999997,8.650000000000091,-994.7500000000105,92.36227860150001,-1087.1122786015105,0 days 00:35:00,4684.397015973886,17274.76471115715
2022-02-14 10:35:00,sell,624.0,2022-02-14 10:35:00,2022-02-14 10:40:00,1119.95,1115.1499999999996,1.6000000000001364,1996.8000000001703,292.336366384,1704.4636336161702,0 days 00:05:00,6388.860649590056,15570.301077540978
2022-02-14 11:50:00,buy,425.0,2022-02-14 11:50:00,2022-02-14 13:20:00,1111.95,1118.9999999999998,2.349999999999909,1997.4999999999227,214.514226015,1782.9857739849226,0 days 01:30:00,8171.846423574978,13787.315303556057
2022-02-14 13:45:00,buy,307.0,2022-02-14 13:45:00,2022-02-14 14:05:00,1117.7,1127.45,3.25,-997.75,168.0805985153,-1165.8305985153,0 days 00:20:00,7006.015825059678,14953.145902071357
2022-02-14 14:20:00,buy,416.0,2022-02-14 14:20:00,2022-02-14 14:25:00,1115.7,1122.8999999999996,2.3999999999998636,-998.3999999999432,210.68282279680002,-1209.0828227967434,0 days 00:05:00,5796.933002262935,16162.2287248681
2022-02-14 14:30:00,sell,183.0,2022-02-14 14:30:00,2022-02-14 15:05:00,1120.5,1104.1499999999999,5.4500000000000455,-329.3999999999917,119.1400573342,-448.54005733419166,0 days 00:35:00,5348.392944928743,16610.768782202293
2022-02-15 09:30:00,buy,243.0,2022-02-15 09:30:00,2022-02-15 09:40:00,1117.4,1129.6999999999998,4.099999999999909,-996.2999999999779,142.8687086242,-1139.168708624178,0 days 00:10:00,4209.224236304565,17749.93749082647
2022-02-15 11:20:00,sell,555.0,2022-02-15 11:20:00,2022-02-15 11:25:00,1126.3,1120.9,1.7999999999999545,-998.9999999999748,267.22549692399997,-1266.2254969239748,0 days 00:05:00,2942.9987393805905,19016.162987750446
2022-02-15 12:05:00,buy,202.0,2022-02-15 12:05:00,2022-02-15 14:00:00,1129.7,1144.5500000000002,4.9500000000000455,1999.8000000000184,128.4712747264,1871.3287252736184,0 days 01:55:00,4814.327464654209,17144.834262476827
2022-02-16 09:35:00,buy,119.0,2022-02-16 09:35:00,2022-02-16 10:55:00,1147.25,1172.2999999999997,8.349999999999909,-993.6499999999892,95.33419470089997,-1088.9841947008892,0 days 01:20:00,3725.3432699533196,18233.818457177716
2022-02-16 11:50:00,buy,350.0,2022-02-16 11:50:00,2022-02-16 12:20:00,1145.15,1153.6999999999998,2.849999999999909,1994.9999999999363,189.24122737,1805.7587726299364,0 days 00:30:00,5531.102042583256,16428.059684547778
2022-02-16 12:35:00,sell,512.0,2022-02-16 12:35:00,2022-02-16 13:55:00,1156.7,1150.85,1.9500000000000455,-998.4000000000233,255.6536456704,-1254.0536456704233,0 days 01:20:00,4277.048396912833,17682.113330218202
2022-02-17 12:20:00,sell,357.0,2022-02-17 12:20:00,2022-02-17 12:35:00,1167.7,1159.3000000000002,2.7999999999999545,-999.5999999999838,193.91018515719998,-1193.5101851571837,0 days 00:15:00,3083.538211755649,18875.623515375388
2022-02-17 13:30:00,sell,400.0,2022-02-17 13:30:00,2022-02-17 13:45:00,1169.25,1161.75,2.5,-1000.0,211.80738240000002,-1211.8073824,0 days 00:15:00,1871.7308293556491,20087.430897775386
2022-02-17 14:00:00,sell,434.0,2022-02-17 14:00:00,2022-02-17 14:50:00,1170.0,1163.1000000000001,2.2999999999999545,1996.3999999999605,225.06275529120003,1771.3372447087604,0 days 00:50:00,3643.0680740644093,18316.093653066626
2022-02-18 11:00:00,sell,833.0,2022-02-18 11:00:00,2022-02-18 11:05:00,1162.5,1158.8999999999999,1.2000000000000455,-999.6000000000379,388.0866697684001,-1387.686669768438,0 days 00:05:00,2255.381404295971,19703.780322835064
2022-02-18 11:40:00,buy,500.0,2022-02-18 11:40:00,2022-02-18 12:50:00,1164.5,1170.5,2.0,2000.0,253.129751,1746.870249,0 days 01:10:00,4002.251653295971,17956.910073835064
2022-02-18 13:00:00,sell,476.0,2022-02-18 13:00:00,2022-02-18 13:30:00,1170.7,1164.3999999999996,2.1000000000001364,1999.2000000001299,242.48057936799998,1756.7194206321299,0 days 00:30:00,5758.971073928101,16200.190653202935
2022-02-18 13:40:00,sell,1111.0,2022-02-18 13:40:00,2022-02-18 14:05:00,1166.8,1164.1000000000004,0.8999999999998636,1999.7999999996969,502.69797898000013,1497.1020210196966,0 days 00:25:00,7256.0730949477975,14703.088632183237
2022-02-18 14:20:00,sell,188.0,2022-02-18 14:20:00,2022-02-18 15:05:00,1165.35,1149.45,5.2999999999999545,554.6000000000085,123.82889191320001,430.77110808680857,0 days 00:45:00,7686.844203034606,14272.31752409643
2022-02-21 09:40:00,sell,183.0,2022-02-21 09:40:00,2022-02-21 09:50:00,1144.55,1128.1999999999998,5.4500000000000455,-997.3500000000083,120.8807314657,-1118.2307314657082,0 days 00:10:00,6568.613471568898,15390.548255562138
2022-02-21 11:00:00,buy,307.0,2022-02-21 11:00:00,2022-02-21 12:15:00,1146.3,1156.05,3.25,1995.5,172.02824388319996,1823.4717561168,0 days 01:15:00,8392.085227685697,13567.076499445338
2022-02-21 12:25:00,buy,476.0,2022-02-21 12:25:00,2022-02-21 12:30:00,1153.2,1159.4999999999998,2.099999999999909,-999.5999999999567,240.53748691599998,-1240.1374869159567,0 days 00:05:00,7151.9477407697395,14807.213986361296
2022-02-21 12:40:00,buy,277.0,2022-02-21 12:40:00,2022-02-21 14:10:00,1151.0,1161.7999999999997,3.599999999999909,-997.1999999999748,159.5222971552,-1156.7222971551748,0 days 01:30:00,5995.225443614565,15963.93628351647
2022-02-22 10:55:00,buy,212.0,2022-02-22 10:55:00,2022-02-22 14:15:00,1121.0,1135.1000000000001,4.7000000000000455,1992.8000000000193,131.79622492160001,1861.0037750784193,0 days 03:20:00,7856.229218692984,14102.93250843805
2022-02-22 14:30:00,buy,172.0,2022-02-22 14:30:00,2022-02-22 15:05:00,1133.9,1151.3,5.7999999999999545,-688.0,116.02323176480002,-804.0232317648,0 days 00:35:00,7052.205986928185,14906.955740202851
