segment,name,exchange,isin,instrument_type,instrument_key,lot_size,freeze_quantity,exchange_token,tick_size,trading_symbol,short_name,qty_multiplier,security_type,intraday_margin,intraday_leverage,Is present in nifty?,instrument_key
NSE_EQ,ICICIPRAMC-ICICIFIN,NSE,INF109KC17L8,EQ,NSE_EQ|INF109KC17L8,1,100000,12578,1,FINIETF,ICICIPRAMC - ICICIFIN,1,NORMAL,20,5,#VALUE!,NSE_EQ|INF109KC17L8
NSE_EQ,RHI MAGNESITA INDIA LTD,NSE,INE743M01012,EQ,NSE_EQ|INE743M01012,1,100000,31163,5,RHIM,RHI Magnesita India,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE743M01012
NSE_EQ,TVS SUPPLY CHAIN SOL L,NSE,INE395N01027,EQ,NSE_EQ|INE395N01027,1,100000,18151,1,TVSSCS,TVS Supply Chain Solutions,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE395N01027
NSE_EQ,RELAXO FOOT LTD.,NSE,INE131B01039,EQ,NSE_EQ|INE131B01039,1,100000,24225,5,RELAXO,Relaxo Foot,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE131B01039
NSE_EQ,TINNA RUBBER AND INFR LTD,NSE,INE015C01016,EQ,NSE_EQ|INE015C01016,1,100000,756020,5,TINNARUBR,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE015C01016
NSE_EQ,THE GE SHPG.LTD,NSE,INE017A01032,EQ,NSE_EQ|INE017A01032,1,100000,13776,10,GESHIP,The GE Shipping,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE017A01032
NSE_EQ,NAVKAR CORPORATION LTD.,NSE,INE278M01019,EQ,NSE_EQ|INE278M01019,1,100000,10557,1,NAVKARCORP,Navkar Corporation,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE278M01019
NSE_EQ,SPIC LTD,NSE,INE147A01011,EQ,NSE_EQ|INE147A01011,1,100000,3252,1,SPIC,SPIC,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE147A01011
NSE_EQ,TRANS & RECTI. LTD,NSE,INE763I01026,EQ,NSE_EQ|INE763I01026,1,100000,15174,5,TARIL,Trans & Recti,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE763I01026
NSE_EQ,BSE LIMITED,NSE,INE118H01025,EQ,NSE_EQ|INE118H01025,1,100000,19585,10,BSE,BSE,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE118H01025
NSE_EQ,INOX WIND LIMITED,NSE,INE066P01011,EQ,NSE_EQ|INE066P01011,1,100000,7852,1,INOXWIND,Inox Wind,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE066P01011
NSE_EQ,NEWGEN SOFTWARE TECH LTD,NSE,INE619B01017,EQ,NSE_EQ|INE619B01017,1,100000,1164,5,NEWGEN,Newgen Software Tech,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE619B01017
NSE_EQ,DHANUKA AGRITECH LTD,NSE,INE435G01025,EQ,NSE_EQ|INE435G01025,1,100000,24409,10,DHANUKA,Dhanuka Agritech,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE435G01025
NSE_EQ,IMAGICAAWORLD ENT LTD,NSE,INE172N01012,EQ,NSE_EQ|INE172N01012,1,100000,7672,1,IMAGICAA,Imagicaaworld Entertainment,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE172N01012
NSE_EQ,ATUL AUTO LIMITED,NSE,INE951D01028,EQ,NSE_EQ|INE951D01028,1,100000,30023,5,ATULAUTO,Atul Auto,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE951D01028
NSE_EQ,H.G.INFRA ENGINEERING LTD,NSE,INE926X01010,EQ,NSE_EQ|INE926X01010,1,100000,1672,5,HGINFRA,H.G. Infra Engineering,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE926X01010
NSE_EQ,TATA STEEL LIMITED,NSE,INE081A01020,EQ,NSE_EQ|INE081A01020,1,100000,3499,1,TATASTEEL,Tata Steel,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE081A01020
NSE_EQ,ORIENT CEMENT LTD.,NSE,INE876N01018,EQ,NSE_EQ|INE876N01018,1,100000,30089,1,ORIENTCEM,Orient Cement,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE876N01018
NSE_EQ,TORRENT POWER LTD,NSE,INE813H01021,EQ,NSE_EQ|INE813H01021,1,100000,13786,10,TORNTPOWER,Torrent Power,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE813H01021
NSE_EQ,VINDHYA TELELINKS LTD,NSE,INE707A01012,EQ,NSE_EQ|INE707A01012,1,100000,3694,10,VINDHYATEL,Vindhya Telelinks,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE707A01012
NSE_EQ,VARDHMAN TEXTILES LIMITED,NSE,INE825A01020,EQ,NSE_EQ|INE825A01020,1,100000,2073,5,VTL,Vardhman Textiles,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE825A01020
NSE_EQ,SHIVALIK RASAYAN LIMITED,NSE,INE788J01021,EQ,NSE_EQ|INE788J01021,1,100000,7016,5,SHIVALIK,Shivalik Rasayan,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE788J01021
NSE_EQ,NAVA LIMITED,NSE,INE725A01030,EQ,NSE_EQ|INE725A01030,1,100000,4014,5,NAVA,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE725A01030
NSE_EQ,GENERAL INS CORP OF INDIA,NSE,INE481Y01014,EQ,NSE_EQ|INE481Y01014,1,100000,277,5,GICRE,General Insurance Corp of India,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE481Y01014
NSE_EQ,RANE HOLDINGS LIMITED,NSE,INE384A01010,EQ,NSE_EQ|INE384A01010,1,100000,2844,10,RANEHOLDIN,Rane Holdings,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE384A01010
NSE_EQ,SUBROS LIMITED,NSE,INE287B01021,EQ,NSE_EQ|INE287B01021,1,100000,3324,5,SUBROS,Subros,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE287B01021
NSE_EQ,CREST VENTURES LIMITED,NSE,INE559D01011,EQ,NSE_EQ|INE559D01011,1,100000,13900,5,CREST,Crest Ventures,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE559D01011
NSE_EQ,BAJAJ FINSERV LTD.,NSE,INE918I01026,EQ,NSE_EQ|INE918I01026,1,100000,16675,10,BAJAJFINSV,Bajaj Finserv,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE918I01026
NSE_EQ,YASHO INDUSTRIES LIMITED,NSE,INE616Z01012,EQ,NSE_EQ|INE616Z01012,1,100000,18131,10,YASHO,Yasho Industries,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE616Z01012
NSE_EQ,CANARA HSBC LIFE INS CO L,NSE,INE01TY01017,EQ,NSE_EQ|INE01TY01017,1,100000,759477,1,CANHLIFE,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE01TY01017
NSE_EQ,JOHNSON CONTROLS HITACHI,NSE,INE782A01015,EQ,NSE_EQ|INE782A01015,1,100000,4491,10,JCHAC,Johnson Controls Hitachi,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE782A01015
NSE_EQ,TECHNO ELEC & ENG CO. LTD,NSE,INE285K01026,EQ,NSE_EQ|INE285K01026,1,100000,6445,10,TECHNOE,Techno Electric & Engineering,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE285K01026
NSE_EQ,J & K BANK LTD.,NSE,INE168A01041,EQ,NSE_EQ|INE168A01041,1,100000,5633,1,J&KBANK,J & K Bank,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE168A01041
NSE_EQ,CHOLAMANDALAM IN & FIN CO,NSE,INE121A01024,EQ,NSE_EQ|INE121A01024,1,100000,685,10,CHOLAFIN,Cholamandalam In & Fin Co,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE121A01024
NSE_EQ,URBAN COMPANY LIMITED,NSE,INE0CAZ01013,EQ,NSE_EQ|INE0CAZ01013,1,100000,759084,1,URBANCO,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0CAZ01013
NSE_EQ,LARSEN & TOUBRO LTD.,NSE,INE018A01030,EQ,NSE_EQ|INE018A01030,1,100000,11483,10,LT,Larsen & Toubro,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE018A01030
NSE_EQ,SOLEX ENERGY LIMITED,NSE,INE880Y01017,EQ,NSE_EQ|INE880Y01017,1,100000,759397,10,SOLEX,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE880Y01017
NSE_EQ,ROLEX RINGS LIMITED,NSE,INE645S01024,EQ,NSE_EQ|INE645S01024,1,100000,5279,1,ROLEXRINGS,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE645S01024
NSE_EQ,MANAPPURAM FINANCE LTD,NSE,INE522D01027,EQ,NSE_EQ|INE522D01027,1,100000,19061,5,MANAPPURAM,Manappuram Finance,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE522D01027
NSE_EQ,MMP INDUSTRIES LIMITED,NSE,INE511Y01018,EQ,NSE_EQ|INE511Y01018,1,100000,16395,5,MMP,MMP INDUSTRIES,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE511Y01018
NSE_EQ,INDIA SHELTER FIN CORP L,NSE,INE922K01024,EQ,NSE_EQ|INE922K01024,1,100000,20556,5,INDIASHLTR,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE922K01024
NSE_EQ,JIO FIN SERVICES LTD,NSE,INE758E01017,EQ,NSE_EQ|INE758E01017,1,100000,18143,5,JIOFIN,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE758E01017
NSE_EQ,CENTRAL BANK OF INDIA,NSE,INE483A01010,EQ,NSE_EQ|INE483A01010,1,100000,14894,1,CENTRALBK,Central Bank of India,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE483A01010
NSE_EQ,CENTURY PLYBOARDS (I) LTD,NSE,INE348B01021,EQ,NSE_EQ|INE348B01021,1,100000,13305,5,CENTURYPLY,Century Plyboards,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE348B01021
NSE_EQ,KELLTON TECH SOL LTD,NSE,INE164B01030,EQ,NSE_EQ|INE164B01030,1,100000,13430,1,KELLTONTEC,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE164B01030
NSE_EQ,VERANDA LEARNING SOL LTD,NSE,INE0IQ001011,EQ,NSE_EQ|INE0IQ001011,1,100000,8890,1,VERANDA,Veranda Learning Solutions,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0IQ001011
NSE_EQ,INDIAMART INTERMESH LTD,NSE,INE933S01016,EQ,NSE_EQ|INE933S01016,1,100000,10726,10,INDIAMART,IndiaMART InterMESH,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE933S01016
NSE_EQ,PUNJAB & SIND BANK,NSE,INE608A01012,EQ,NSE_EQ|INE608A01012,1,100000,21001,1,PSB,Punjab & Sind Bank,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE608A01012
NSE_EQ,NMDC LTD.,NSE,INE584A01023,EQ,NSE_EQ|INE584A01023,1,100000,15332,1,NMDC,NMDC,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE584A01023
NSE_EQ,AXIS BANK LIMITED,NSE,INE238A01034,EQ,NSE_EQ|INE238A01034,1,100000,5900,10,AXISBANK,Axis Bank,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE238A01034
NSE_EQ,BANCO PRODUCTS (I) LTD,NSE,INE213C01025,EQ,NSE_EQ|INE213C01025,1,100000,13880,5,BANCOINDIA,Banco Products,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE213C01025
NSE_EQ,REFEX INDUSTRIES LIMITED,NSE,INE056I01025,EQ,NSE_EQ|INE056I01025,1,100000,17764,5,REFEX,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE056I01025
NSE_EQ,HARIOM PIPE INDUSTRIES L,NSE,INE00EV01017,EQ,NSE_EQ|INE00EV01017,1,100000,8968,5,HARIOMPIPE,Hariom Pipe Industries,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE00EV01017
NSE_EQ,QUICK HEAL TECH LTD,NSE,INE306L01010,EQ,NSE_EQ|INE306L01010,1,100000,13116,5,QUICKHEAL,Quick Heal Tech,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE306L01010
NSE_EQ,KIRLOSKAR ELECTRIC CO LTD,NSE,INE134B01017,EQ,NSE_EQ|INE134B01017,1,100000,18220,1,KECL,Kirloskar Electric,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE134B01017
NSE_EQ,63 MOONS TECHNOLOGIES LTD,NSE,INE111B01023,EQ,NSE_EQ|INE111B01023,1,100000,11868,5,63MOONS,63 Moons Technologies,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE111B01023
NSE_EQ,BANK OF INDIA,NSE,INE084A01016,EQ,NSE_EQ|INE084A01016,1,100000,4745,1,BANKINDIA,Bank of India,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE084A01016
NSE_EQ,CITY UNION BANK LTD,NSE,INE491A01021,EQ,NSE_EQ|INE491A01021,1,100000,5701,5,CUB,City Union Bank,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE491A01021
NSE_EQ,MARKSANS PHARMA LIMITED,NSE,INE750C01026,EQ,NSE_EQ|INE750C01026,1,100000,10579,1,MARKSANS,Marksans Pharma,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE750C01026
NSE_EQ,PRECISION CAMSHAFTS LTD.,NSE,INE484I01029,EQ,NSE_EQ|INE484I01029,1,100000,12603,1,PRECAM,Precision Camshafts,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE484I01029
NSE_EQ,GRASIM INDUSTRIES LTD,NSE,INE047A01021,EQ,NSE_EQ|INE047A01021,1,100000,1232,10,GRASIM,Grasim Industries,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE047A01021
NSE_EQ,FABTECH TECHNOLOGIES LTD,NSE,INE0HF201011,EQ,NSE_EQ|INE0HF201011,1,100000,760125,1,FABTECH,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0HF201011
NSE_EQ,MUKKA PROTEINS LIMITED,NSE,INE0CG401037,EQ,NSE_EQ|INE0CG401037,1,100000,22980,1,MUKKA,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0CG401037
NSE_EQ,ICICIPRAMC - METALIETF,NSE,INF109KC19W1,EQ,NSE_EQ|INF109KC19W1,1,100000,24861,1,METALIETF,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INF109KC19W1
NSE_EQ,KAVERI SEED CO. LTD.,NSE,INE455I01029,EQ,NSE_EQ|INE455I01029,1,100000,14972,5,KSCL,Kaveri Seed Co.,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE455I01029
NSE_EQ,OBEROI REALTY LIMITED,NSE,INE093I01010,EQ,NSE_EQ|INE093I01010,1,100000,20242,10,OBEROIRLTY,Oberoi Realty,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE093I01010
NSE_EQ,IOL CHEM AND PHARMA LTD,NSE,INE485C01029,EQ,NSE_EQ|INE485C01029,1,100000,20413,1,IOLCP,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE485C01029
NSE_EQ,STYLAM INDUSTRIES LIMITED,NSE,INE239C01020,EQ,NSE_EQ|INE239C01020,1,100000,5186,10,STYLAMIND,Stylam Industries,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE239C01020
NSE_EQ,IDFC FIRST BANK LIMITED,NSE,INE092T01019,EQ,NSE_EQ|INE092T01019,1,100000,11184,1,IDFCFIRSTB,IDFC First Bank,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE092T01019
NSE_EQ,RUSHIL DECOR LIMITED,NSE,INE573K01025,EQ,NSE_EQ|INE573K01025,1,100000,24595,1,RUSHIL,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE573K01025
NSE_EQ,GARUDA CONSTRUCT N ENG L,NSE,INE0JVO01026,EQ,NSE_EQ|INE0JVO01026,1,100000,25800,1,GARUDA,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0JVO01026
NSE_EQ,SEPC LIMITED,NSE,INE964H01014,EQ,NSE_EQ|INE964H01014,1,100000,15308,1,SEPC,SEPC,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE964H01014
NSE_EQ,PCBL CHEMICAL LIMITED,NSE,INE602A01031,EQ,NSE_EQ|INE602A01031,1,100000,2649,5,PCBL,PCBL,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE602A01031
NSE_EQ,BHARTI AIRTEL LIMITED,NSE,INE397D01024,EQ,NSE_EQ|INE397D01024,1,100000,10604,10,BHARTIARTL,Bharti Airtel,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE397D01024
NSE_EQ,INDIAN RENEWABLE ENERGY,NSE,INE202E01016,EQ,NSE_EQ|INE202E01016,1,100000,20261,1,IREDA,IREDA,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE202E01016
NSE_EQ,PNC INFRATECH LTD.,NSE,INE195J01029,EQ,NSE_EQ|INE195J01029,1,100000,9385,1,PNCINFRA,PNC Infratech,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE195J01029
NSE_EQ,NATIONAL ALUMINIUM CO LTD,NSE,INE139A01034,EQ,NSE_EQ|INE139A01034,1,100000,6364,5,NATIONALUM,National Aluminium,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE139A01034
NSE_EQ,TRANSINDIA REAL ESTATE L,NSE,INE0O3901029,EQ,NSE_EQ|INE0O3901029,1,100000,17795,1,TREL,TransIndia Realty & Infrastructure,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0O3901029
NSE_EQ,STUDDS ACCESSORIES LTD,NSE,INE00Q601028,EQ,NSE_EQ|INE00Q601028,1,100000,759587,5,STUDDS,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE00Q601028
NSE_EQ,CAN FIN HOMES LTD,NSE,INE477A01020,EQ,NSE_EQ|INE477A01020,1,100000,583,5,CANFINHOME,Can Fin Homes,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE477A01020
NSE_EQ,BODAL CHEMICALS LTD,NSE,INE338D01028,EQ,NSE_EQ|INE338D01028,1,100000,25017,1,BODALCHEM,Bodal Chemicals,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE338D01028
NSE_EQ,PARAMOUNT COMM LTD,NSE,INE074B01023,EQ,NSE_EQ|INE074B01023,1,100000,13951,1,PARACABLES,PARAMOUNT COMMUNICATIONS,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE074B01023
NSE_EQ,BOMBAY SUPER HYBRID SEEDS,NSE,INE032Z01020,EQ,NSE_EQ|INE032Z01020,1,100000,809,1,BSHSL,BOMBAY SUPER HYBRID SEEDS,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE032Z01020
NSE_EQ,MTAR TECHNOLOGIES LIMITED,NSE,INE864I01014,EQ,NSE_EQ|INE864I01014,1,100000,2709,10,MTARTECH,MTAR Technologies,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE864I01014
NSE_EQ,RAVINDRA ENERGY LIMITED,NSE,INE206N01018,EQ,NSE_EQ|INE206N01018,1,100000,24596,1,RELTD,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE206N01018
NSE_EQ,ARIHANT CAPITAL MKTS LTD,NSE,INE420B01036,EQ,NSE_EQ|INE420B01036,1,100000,3813,1,ARIHANTCAP,Arihant Capital Mkts,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE420B01036
NSE_EQ,ASIAN ENERGY SERVICES LTD,NSE,INE276G01015,EQ,NSE_EQ|INE276G01015,1,100000,7030,5,ASIANENE,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE276G01015
NSE_EQ,MANGALAM WORLDWIDE LTD,NSE,INE0JYY01011,EQ,NSE_EQ|INE0JYY01011,1,100000,759169,1,MWL,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0JYY01011
NSE_EQ,SCHNEIDER ELECTRIC INFRA,NSE,INE839M01018,EQ,NSE_EQ|INE839M01018,1,100000,31234,5,SCHNEIDER,Schneider Electric Infra,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE839M01018
NSE_EQ,EVEREST INDUSTRIES LTD,NSE,INE295A01018,EQ,NSE_EQ|INE295A01018,1,100000,993,5,EVERESTIND,Everest Industries,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE295A01018
NSE_EQ,MM FORGINGS LTD,NSE,INE227C01017,EQ,NSE_EQ|INE227C01017,1,100000,13844,5,MMFL,MM Forgings,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE227C01017
NSE_EQ,WINDLAS BIOTECH LIMITED,NSE,INE0H5O01029,EQ,NSE_EQ|INE0H5O01029,1,100000,5366,5,WINDLAS,Windlas Biotech,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0H5O01029
NSE_EQ,CERA SANITARYWARE LTD,NSE,INE739E01017,EQ,NSE_EQ|INE739E01017,1,100000,15039,50,CERA,Cera Sanitaryware,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE739E01017
NSE_EQ,SHRIRAM FINANCE LIMITED,NSE,INE721A01047,EQ,NSE_EQ|INE721A01047,1,100000,4306,5,SHRIRAMFIN,Shriram Finance,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE721A01047
NSE_EQ,COAL INDIA LTD,NSE,INE522F01014,EQ,NSE_EQ|INE522F01014,1,100000,20374,5,COALINDIA,Coal India,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE522F01014
NSE_EQ,SRM CONTRACTORS LIMITED,NSE,INE0R6Z01013,EQ,NSE_EQ|INE0R6Z01013,1,100000,23402,5,SRM,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0R6Z01013
NSE_EQ,CRISIL LTD,NSE,INE007A01025,EQ,NSE_EQ|INE007A01025,1,100000,757,10,CRISIL,Crisil,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE007A01025
NSE_EQ,GODREJ AGROVET LIMITED,NSE,INE850D01014,EQ,NSE_EQ|INE850D01014,1,100000,144,5,GODREJAGRO,Godrej Agrovet,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE850D01014
NSE_EQ,KHAITAN CHEM & FERT LTD,NSE,INE745B01028,EQ,NSE_EQ|INE745B01028,1,100000,896,1,KHAICHEM,Khaitan Chemicals & Fertilizers,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE745B01028
NSE_EQ,MAZAGON DOCK SHIPBUIL LTD,NSE,INE249Z01020,EQ,NSE_EQ|INE249Z01020,1,100000,509,10,MAZDOCK,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE249Z01020
NSE_EQ,SHARDA CROPCHEM LTD.,NSE,INE221J01015,EQ,NSE_EQ|INE221J01015,1,100000,4992,5,SHARDACROP,Sharda Cropchem,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE221J01015
NSE_EQ,HARSHA ENGINEERS INT LTD,NSE,INE0JUS01029,EQ,NSE_EQ|INE0JUS01029,1,100000,11162,5,HARSHA,Harsha Engineers International,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0JUS01029
NSE_EQ,BRIGADE ENTER. LTD,NSE,INE791I01019,EQ,NSE_EQ|INE791I01019,1,100000,15184,5,BRIGADE,Brigade Enter,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE791I01019
NSE_EQ,FOSECO INDIA LTD,NSE,INE519A01011,EQ,NSE_EQ|INE519A01011,1,100000,1073,50,FOSECOIND,Foseco India,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE519A01011
NSE_EQ,BAJAJ HINDUSTHAN SUGAR LT,NSE,INE306A01021,EQ,NSE_EQ|INE306A01021,1,100000,308,1,BAJAJHIND,Bajaj Hindusthan Sugar,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE306A01021
NSE_EQ,GUJ IND POW CO. LTD,NSE,INE162A01010,EQ,NSE_EQ|INE162A01010,1,100000,1145,1,GIPCL,Gujarat Industrial Power Co.,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE162A01010
NSE_EQ,POWER FIN CORP LTD.,NSE,INE134E01011,EQ,NSE_EQ|INE134E01011,1,100000,14299,5,PFC,Power Finance Corp,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE134E01011
NSE_EQ,SAGILITY LIMITED,NSE,INE0W2G01015,EQ,NSE_EQ|INE0W2G01015,1,100000,27052,1,SAGILITY,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0W2G01015
NSE_EQ,MANGAL ELECTRICAL IND L,NSE,INE0PKD01011,EQ,NSE_EQ|INE0PKD01011,1,100000,758748,5,MEIL,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0PKD01011
NSE_EQ,TRUALT BIOENERGY LIMITED,NSE,INE0MWH01014,EQ,NSE_EQ|INE0MWH01014,1,100000,759210,5,TRUALT,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0MWH01014
NSE_EQ,INDIAN ENERGY EXC LTD,NSE,INE022Q01020,EQ,NSE_EQ|INE022Q01020,1,100000,220,1,IEX,Indian Energy Exchange,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE022Q01020
NSE_EQ,ISGEC HEAVY ENG LTD,NSE,INE858B01029,EQ,NSE_EQ|INE858B01029,1,100000,3329,5,ISGEC,Isgec Heavy Engineering,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE858B01029
NSE_EQ,M&M FIN. SERVICES LTD,NSE,INE774D01024,EQ,NSE_EQ|INE774D01024,1,100000,13285,5,M&MFIN,M&M Financial Services,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE774D01024
NSE_EQ,MOTILAL OSWAL FIN LTD,NSE,INE338I01027,EQ,NSE_EQ|INE338I01027,1,100000,14947,5,MOTILALOFS,Motilal Oswal Fin,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE338I01027
NSE_EQ,MINDTECK (INDIA) LIMITED,NSE,INE110B01017,EQ,NSE_EQ|INE110B01017,1,100000,18049,1,MINDTECK,MINDTECK (INDIA),1,NORMAL,20,5,#VALUE!,NSE_EQ|INE110B01017
NSE_EQ,QUESS CORP LIMITED,NSE,INE615P01015,EQ,NSE_EQ|INE615P01015,1,100000,17704,1,QUESS,Quess Corp,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE615P01015
NSE_EQ,DDEV PLASTIKS IND LTD,NSE,INE0HR601026,EQ,NSE_EQ|INE0HR601026,1,100000,29098,5,DDEVPLSTIK,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE0HR601026
NSE_EQ,ZAGGLE PREPA OCEAN SER L,NSE,INE07K301024,EQ,NSE_EQ|INE07K301024,1,100000,18608,5,ZAGGLE,,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE07K301024
NSE_EQ,PITTI ENGINEERING LIMITED,NSE,INE450D01021,EQ,NSE_EQ|INE450D01021,1,100000,14134,5,PITTIENG,Pitti Engineering,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE450D01021
NSE_EQ,ANTONY WASTE HDG CELL LTD,NSE,INE01BK01022,EQ,NSE_EQ|INE01BK01022,1,100000,1797,5,AWHCL,Antony Waste HDG Cell,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE01BK01022
NSE_EQ,NATIONAL FERT. LTD,NSE,INE870D01012,EQ,NSE_EQ|INE870D01012,1,100000,13925,1,NFL,National Fertilizers,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE870D01012
NSE_EQ,ORISSA MIN DEV CO LTD,NSE,INE725E01024,EQ,NSE_EQ|INE725E01024,1,100000,19931,10,ORISSAMINE,Orissa Mineral Dev,1,NORMAL,20,5,#VALUE!,NSE_EQ|INE725E01024
